"lat","long","date","waterbody","reach_length(m)","avg_reach_width(m)","method","EBT<140mm","potentially_stocked_EBT","BT<140mm","potentially_stocked_BT","RT<140mm","potentially_s
tocked_RT","Location_Description","Habitat_Comment"
42.31282,-72.92073,"8/10/2010","Middle Branch Westfield River",91.40000153,14.30000019,"Backpack Shocking",0,0,0,0,0,0,"along E. River Rd 1.2mi N of Dayville","2 backpacks used. Extremely low flow. Green filamentous algae. Hot water, 24C! Wide & shallow. Missed lots of dace in rocks & algae"
42.69715,-72.66387,"8/18/2010","Green River (1)",91.40000153,7.599999905,"Backpack Shocking",0,0,0,0,0,0,"DS of West Leyden Bridge","Low water. 2 backpacks used. Narrow & deeper"
42.48944,-72.95855,"8/4/2010","Westfield River",91.40000153,14,"Backpack Shocking",0,0,0,0,0,0,"Behind cemetary on Rt 9 just E of W. Cummington Rd","Very low flow. Hot! Water 25C! 2 backpacks used."
42.24849,-72.88264,"9/17/2010","UNT to Westfield River (2)",91.40000153,1.799999952,"Backpack Shocking",0,0,0,0,0,0,"Bromly Rd xing US","US of 2nd culvert. Small but good looking stream. No trout. BND & GS. US of culvert- blocked w/ trash. Perched by 8 feet!"
42.765531,-71.093514,"9/7/2009","Merrimack River",3700,NA,"Boat Shocking",0,0,0,0,0,0,"Upstream Gozelian Bridge ~1/2mi","Survey conducted by Midwest Biodiversity Institute. NRSA protocol- boatable. Only SMB lengths were recorded, tallies only for all other fish."
42.710301,-71.133986,"9/18/2009","Merrimack River",3700,NA,"Boat Shocking",0,0,0,0,0,0,"At Main St & adj Riverview St","Survey conducted by Midwest Biodiversity Institute. NRSA protocol-boatable. Lengths recorded only for LMB, total #s recorded for all other fish."
42.709169,-72.458975,"7/28/2009","Bottom Brook",150,NA,"Backpack Shocking",0,0,0,0,0,0,"at Caldwell Rd xing","Survey conducted by Midwest Biodiversity Institute. NRSA protocol- wadeable. No lengths recorded, only #s of of fish caught."
42.700638,-71.217979,"9/15/2009","Merrimack River",4000,NA,"Boat Shocking",0,0,0,0,0,0,"upstream I-93 bridge ~0.4mi.","Survey conducted by Midwest Biodiversity Institute. Sampling took place using NRSA protocol. Lengths only for SMB, Only #s recorded for other fish caught."
42.544187,-72.562761,"10/5/2009","Connecticut River",4000,NA,"Boat Shocking",0,0,0,0,0,0,"downstream of RR track & East Deerfield 1.3mi","Survey conducted by Midwest Biodiversity Institute. Lengths recorded for SMB only, total #s recorded for all other fish."
42.090103,-73.328434,"10/2/2009","Housatonic River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"Adj Hewins St, N of Hulett Hill Rd","Survey conducted by Midwest Biodiversity Institute. No lengths recorded for fish, only #s."
42.578364,-72.569578,"9/2/2009","Connecticut River",4000,NA,"Boat Shocking",0,0,0,0,0,0,"DS of confluence of Deerfield R","Survey conducted by Midwest Biodiversity Institute. Lengths for SMB only. Total #s recorded for all other fish"
42.69692,-71.22352,"9/7/2009","Merrimack River",850,NA,"Boat Shocking",0,0,0,0,0,0,"downstream Pine Island, US I-93 0.8mi","Survey conducted by Midwest Biodiversity Institute. Lengths for SMB only. Weights for all other fish"
42.65535,-71.27925,"8/28/2009","Merrimack River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"downstream Duck Islands, adjacent Rt 110, DS of Hunts Falls Bridge 1.3mi","Survey conducted by Midwest Biodiversity Institute. Lengths for SMB & NP only. Weights recorded for all other fish."
42.69692,-71.22352,"8/28/2009","Merrimack River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"Downstream Pine Island, upstream of I-93 0.8mi","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB, SMB only. Weights recorded for all other fish."
42.63729,-71.35844,"8/27/2009","Merrimack River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"At Rourke bridge, 1.6mi US of Pawtucket Dam","Survey conducted by Midwest Biodiversity Institute. Lengths recorded for SMB only. Weights for all other fish."
42.19054,-71.747,"8/26/2009","Blackstone River",1200,NA,"Boat Shocking",0,0,0,0,0,0,"downstream low head dam, @ power substation, 0.4mi DS of Rt 122A","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB only. Weights for all other fish."
42.20159,-71.77592,"8/25/2009","Blackstone River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"downstream UBWPCD WWTP, @ Rt 146 xing","Survey conducted by Midwest Biodiversity Institute. No lengths recorded, only weights"
42.32283,-71.79353,"8/24/2009","Blackstone River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"Upstream BWPCD WWTP, 0.3mi DS of Millbury St","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB only. Weights for all other fish."
42.16305,-71.668,"8/27/2009","Blackstone River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"downstream Peters Nursery Access, 0.3mi DS of Fairview Cemetary","Survey conducted by Midwest Biodiversity Institute. No lengths, only weights for fish captured."
42.7065,-71.13744,"8/28/2009","Merrimack River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"DS of I-495 Bridge (O'Reilly Bridge), @ Shawsheen R confluence","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB & NP only, weights for all other fish."
42.1736,-71.6807,"8/27/2009","Blackstone River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"downstream Depot St bridge","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB only, weights for all other fish."
42.61163,-72.55756,"9/29/2009","Connecticut River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"Downstream of Turners Falls Dam","Survey conducted by Midwest Biodiversity Institute. Lengths for SMB only, weights only for other fish."
42.60268,-72.57033,"9/28/2009","Connecticut River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"downstream small power station @ powerlines, 2/3mi US of rock dam","Survey conducted by Midwest Biodiversity Institute. Lengths on AS & SMB only, weights for all other fish."
42.16119,-72.56577,"9/16/2009","Chicopee River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"upstream Chicopee dam, 1.1mi DS of Robinson (Veteran's Memorial) Bridge","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB, SMB only, weights for all other fish"
41.87948,-71.09275,"9/18/2009","Taunton River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"at the Taunton Boat Launch, 1/2mi DS of Plain St & Weir Village","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB only, weights for all other fish."
41.96321,-70.91222,"7/9/2009","Taunton River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"downstream old bridge ruins @ Auburn St xing","Survey conducted by Midwest Biodiversity Institute. Lengths for one LMB only, weights for all other fish."
41.95465,-70.93461,"7/9/2009","Taunton River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"upstream Summer St bridge @ Woodward Bridge","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB only, weights for all other fish."
41.90419,-71.04729,"7/9/2009","Taunton River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"behind McDonald's on Rt 44, along South St West","Survey conducted by Midwest Biodiversity Institute. Lengths on LMB only, weights for all other fish."
42.09404,-73.32787,"9/16/2009","Housatonic River",1000,NA,"Boat Shocking",0,0,0,0,0,0,"downstream Sheffield, adj to Hewin St S of Rote Hill Rd","Survey conducted by Midwest Biodiversity Institute. Lengths for LMB, SMB only, weights for all other fish"
42.765531,-71.093514,"9/7/2009","Merrimack River",3700,NA,"Boat Shocking",0,0,0,0,0,0,"upstream Gozelian Bridge ~0.5mi","Survey conducted by Midwest Biodiversity Institute. NRSA protocol- boatable. Lengths for SMB only, tallied totals for all other fish."
42.09129,-71.76905,"6/30/2010","MANCHAUG POND",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Launched from ramp on Torrey Rd","Selective pickup for SMB, LMB only. Shocked shoreline w/ 3 runs. Shallow & very rocky! Some weed cover present in coves but sparse. Low conductivity made for poor shocking, fish swimming out of field. GS & CP found in northern cove. Larger LMB caught in & near that cove. Amps between 4-8. No schools of sm juv bass seen or shocked. Scales taken from indiv >305mm (12"") (6fish)"
42.62776,-71.59339,"7/8/2010","Nashua River",NA,NA,"Boat Shocking",0,0,0,0,0,0,"OFBA ramp @ Rt 111/119 xing","Selective pickup for all LMB. Large #s of YOY & 1+ LMB not sampled. 3 runs conducted. Very heavy vegetation. Shocked US of Rt 111/119xing up through the Ox Bow. Cows in river off meadow grazing area."
42.42318,-71.47482,"8/31/2010","Assabet River",NA,NA,"Boat Shocking",0,0,0,0,0,0,"White Pond Rd, Assabet R NWR","Selective pickup for LMB & GS. Boat & seine survey. Surveys were to collect LMB & GS for biological tissue analysis for USFWS, USGS, US EPA. Coordinated w/ K. Kipp, EPA. Observed: YP, NP, B, P, BB. Young bass, young AE. Muddy, weedy, difficult shocking. Carp also. GS not measured. Refer to attached email correspondence."
42.26542,-71.635,"9/1/2010","FRAMINGHAM RESERVOIR # 1",NA,NA,"Boat Shocking",0,0,0,0,0,0,"Launched off ramp on Mill Rd","Selective pickup for LMB & GS. Survey to collect LMB & GS for biological analysis for USFWS, US EPA. Coordinated w/ Katrina Kipp. Seconds not recorded. GS were not measured. Other species observed: B, P, bullhead, BC(lots of them, different age classes), YP, CP. Lots of turtles incl. a very large snapper. HOT!"
42.09818,-72.09184,"9/23/2010","Hamant Brook",96,1,"Backpack Shocking",0,0,0,0,0,0,"DS of 1st dam, US of Shattuck Rd xing","Thick algal mat covering substrate. Rust color to sediment, more fine silt. Water opaque white color (slight). Slight odor to water. Water flow thru control valve on dam. Impoundment drawn-down probably due to open unblocked valve & low water year."
42.0961,-72.09402,"9/23/2010","Hamant Brook",138,4,"Backpack Shocking",0,0,0,0,0,0,"DS of Middle dam","Silty, fine sediment covering rock/cobble substrate. Banks not entirely forested possibly due to past beaver activity. Some cat tails along stream banks, but stream bottom is solid (not swampy). Some spots w/ algal mat. Rust colored sediment in upper reach of sample. Stopped a base pool DS from dam. Some milfoil in stream."
42.18691,-71.74091,"8/26/2009","Blackstone River",1100,NA,"Boat Shocking",0,0,0,0,0,0,"Downstream WWTP, 0.2mi US of Cross Rd","Survey conducted by Midwest Biodiversity Institute. No lengths recorded, weights only."
42.6451,-70.98873,"5/27/2010","Fish Brook",155,4.599999905,"Backpack Shocking",0,0,0,0,0,0,"Lockwood Lane xing downstream, 0.2mi E of Middleton Rd",""
42.64532,-70.9896,"5/27/2010","Fish Brook",32,3,"Backpack Shocking",0,0,0,0,0,0,"Lockwood Lane upstream. 0.2mi E of Middleton Rd",""
42.19556,-70.9252,"7/21/2010","Plymouth River",91.40000153,3,"Backpack Shocking",0,0,0,0,0,0,"Rt 53 (Lovells Corner) downstream, next to Woodrock Rd","Muddy, shallow, lots of algae"
42.13935,-71.01322,"7/22/2010","Trout Brook",91.40000153,3,"Backpack Shocking",0,0,0,0,0,0,"End of Hillsdale Rd, off Rt 37","Deep mud"
42.16794,-71.03104,"7/22/2010","Glovers Brook",91.40000153,2.700000048,"Backpack Shocking",0,0,0,0,0,0,"End of Seton Rd (Way), behind St. Mary's School",""
42.17793,-70.99772,"7/26/2010","Cranberry Brook",22.89999962,0.899999976,"Backpack Shocking",0,0,0,0,0,0,"Liberty St xing upstream, just S of Oakden Ave","Ran out of water. Rt 37 dry."
42.14294,-71.09964,"7/27/2010","Beaver Meadow Brook",91.40000153,1.200000048,"Backpack Shocking",0,0,0,0,0,0,"York St xing upstream, next to Meadowbrook Ln","Very shallow, heavy silt."
42.09647,-71.15548,"7/27/2010","UNT to Sucker Brook",7.599999905,1.799999952,"Backpack Shocking",0,0,0,0,0,0,"Hampton Rd downstream. 0.1mi E of Mountain St","One pool DS of culvert. Rest of brook is dry. Not sure if this is Sucker Br or trib. Brook crossing further up Hampton & Azalea are Dr."
42.47446,-71.17463,"8/2/2010","Fowle Brook",91.40000153,2.700000048,"Backpack Shocking",0,0,0,0,0,0,"Off of Mt Ida Rd US, US of Willow St",""
42.47295,-71.17225,"8/2/2010","Fowle Brook",137.1999969,1.799999952,"Backpack Shocking",0,0,0,0,0,0,"Lexington St at Willow St, US","From snag above DS confluence to Lexington St."
42.4583,-71.18979,"8/3/2010","Shaker Glen Brook",91.40000153,1.5,"Backpack Shocking",0,0,0,0,0,0,"Dix St Ext DS","Large groups of fry in pools, mostly unaffected by shocker."
42.4712,-71.17599,"8/3/2010","Shaker Glen Brook",91.40000153,1.200000048,"Backpack Shocking",0,0,0,0,0,0,"Lexington Rd @ Elks Lodge US, @ powerlines xing",""
42.47134,-71.17413,"8/3/2010","Shaker Glen Brook",91.40000153,1.5,"Backpack Shocking",0,0,0,0,0,0,"Totman Rd xing US, off Lexington St",""
42.47188,-71.17171,"8/3/2010","Shaker Glen Brook",15.19999981,1.5,"Backpack Shocking",0,0,0,0,0,0,"US from confluence with Fowle Brook","1-2ft water, over 2-4ft of mud. Juvenile carp found, was not vouchered-confirmed via phone call w/ J. Sheedy 3/11/11"
42.30292,-71.17153,"8/4/2010","Sawmill Brook",99.09999847,1.5,"Backpack Shocking",0,0,0,0,0,0,"Vine St xing DS, next to Wayne Rd",""
42.58024,-71.38277,"8/5/2010","Beaver Brook",91.40000153,1.200000048,"Backpack Shocking",0,0,0,0,0,0,"Hunt Rd xing US, next to Alcorn Rd","Very slow moving"
42.2347,-70.87209,"7/20/2010","Weir River",91.40000153,4.300000191,"Backpack Shocking",0,0,0,0,0,0,"Leavitt St xing downstream, between Village Ln & Jones St",""
42.22258,-70.87378,"7/20/2010","Weir River",45.70000076,4.599999905,"Backpack Shocking",0,0,0,0,0,0,"Union St xing upstream, 1/4mi S of Fountainbleau Dr","Sample cut short, mud too deep to continue"
42.1996,-70.92113,"7/21/2010","Plymouth River",91.40000153,1.5,"Backpack Shocking",0,0,0,0,0,0,"Colonels Dr xing upstream, W of Hingham townline","Shallow, muddy"
42.19937,-71.02424,"7/26/2010","Farm River",91.40000153,3,"Backpack Shocking",0,0,0,0,0,0,"Pond St xing upstream, W of Delta Rd",""
42.17462,-71.11229,"7/27/2010","Pequid Brook",91.40000153,3,"Backpack Shocking",0,0,0,0,0,0,"Rt 138 downstream, just S of Pequot Way","York St- swamp (42.17699, 71.09595)"
42.16791,-71.13365,"7/27/2010","Pequid Brook",91.40000153,2.400000095,"Backpack Shocking",0,0,0,0,0,0,"Pleasant St xing downstream, DS of Reservoir Pond","Downstream of Reservoir Pond"
42.12085,-71.34567,"7/28/2010","Cress Brook",91.40000153,0.600000024,"Backpack Shocking",0,0,0,0,0,0,"Lake St xing downstream, 0.2mi S of Medway St","Shallow, heavy silt"
42.58652,-71.37658,"8/9/2010","Beaver Brook",91.40000153,0.899999976,"Backpack Shocking",0,0,0,0,0,0,"High St xing US, just E of Hunt Rd",""
42.28473,-72.34304,"10/19/2010","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam, launched @ Admin Bldg","First night of 2010 LT tagging. Only caught 7 LT in 2 hrs & 6 sets of netting. Caught just as many LLS, few SMB, RB, 1 BB. Weather calm, cool. Temp not taken but water not too cold (~mid-high 50's). 3 recaps. Maybe the beginning of spawn, fish seemed not quite ready."
42.28521,-72.34272,"10/26/2010","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam, launched @ Admin Bldg","Lake Trout Tagging night #2. Weights include bucket (900g). Netted from 6:30-10:45pm. Caught fair amount of LLS. Had 9 LT morts due to strangulation in nets. Most seemed ready to spawn though #s of those caught were not very high. Slight breeze, light rain got heavier as we ended. 30 Tagged fish, 5 recaps, 9 morts."
42.28549,-72.34286,"11/3/2010","QUABBIN RESERVOIR",NA,NA,"Gillnet",0,0,0,0,0,0,"Windsor Dam, launched @ Admin Bldg","LT tagging night #4. Started by setting 2 nets, had same trouble w/ 2nd net as night before (net stuck in rocks @ deep end). Had to cut net to free it (removed net, it was not left behind). Used 1 net after that. Lots of nice LT & LLS. Caught HUGE LT=834mm, bottomed out scale, no girth taken. Otter swam by boat. Cold, mid-high 30's, little to no wind. 67 total LT caught: 58 tagged fish, 1 mort, 8 recaps. Weights incl bucket (900g)"
42.43383,-71.85335,"6/30/2010","Governor Brook",25,1,"Backpack Shocking",0,0,0,0,0,0,"Coalkiln Rd crossing US, 0.6mi S of Whitaker Ln","Backpack w/ rattail. Unable to sample at Rt 31 xing (past ice storm damage- trees down everywhere). Warmwater species only. Silty bottom. Frogs present"
42.27829,-72.02685,"7/7/2010","UNT to UNT to Fivemile River",40,0.5,"Backpack Shocking",0,0,0,0,0,0,"Northwest Rd crossing DS., between Brooks Pond Rd & Kittridge Rd","Backpack w/ rattail. Sampled 40m stretch between farm ponds. Cold temp due to multiple seeps to UNTs. Farmers pond at rd crossing. BNDs only"
42.56808,-71.88012,"7/20/2010","Whitman River",62,4,"Backpack Shocking",0,0,0,0,0,0,"just DS of Crocker Pond, Site #4, DS of Dam","2 backpacks used. Sampled area up to dam (Crocker Pond). Drop down pools w/ boulders. Warmwater species only. Sampled 4 new areas of Whitman R (no prev. records)"
42.34121,-71.74784,"7/20/2010","Malagasco Brook",73,0.5,"Backpack Shocking",0,0,0,0,0,0,"W. Temple St xing @ confluence w/ Wachusett Reservoir","Backpack w/ rattail. Started at confluence of Res to road croxxing & beyond"
42.35033,-72.03111,"7/22/2010","UNT to Dean Pond",64,0.5,"Backpack Shocking",0,0,0,0,0,0,"Rutland Rd crossing DS, 0.1mi W of N. Brookfield Rd","Backpack w/ rattail. Farmers fenced area, stream used by livestock. Very silty. BND only."
42.37749,-72.10762,"7/28/2010","Pratt Brook",57,2,"Backpack Shocking",0,0,0,0,0,0,"Rt 67 crossing US @ Station Rd","Backpack w/ 2 probes. Low gradient w/ no canopy. Temp cool for conditions. Fine 4-6"" silt layer w/ hard gravel base underneath. Working farm upstream- silt issue?"
42.26904,-71.73637,"8/2/2010","Meadow Brook (2)",93,1.5,"Backpack Shocking",0,0,0,0,0,0,"Redland Ext Rd crossing DS","Sampled DS up to impassable culvert at road. Good gravel & rock bottom w/ undercut banks & root mats. Warmwater species present."
42.63349,-71.83618,"8/9/2010","Fallulah Brook",40,30,"Backpack Shocking",0,0,0,0,0,0,"Ashby West Rd (DS) <0.2mi W of Rindge Rd","Sampled over 2 small beaver dams water had a blue-green algae bloom present. pH very low. Largenumbers of tadpoles present"
